file_name,section,answer_nums,obs_type,is_unable,is_refuse,is_aftercall,is_nonans
1143583_T,1,"{99,101,102}",train,FALSE,FALSE,FALSE,FALSE
4936989_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
4211375_T,1,"{56,57}",train,FALSE,FALSE,FALSE,FALSE
3369175_T,1,"{78,80,82,84}",train,FALSE,FALSE,FALSE,FALSE
3950641_T,1,"{11,12,13}",test,FALSE,FALSE,FALSE,FALSE
3194208_T,1,{99},train,TRUE,FALSE,FALSE,TRUE
3739534_T,1,{31},train,FALSE,TRUE,FALSE,TRUE
2210015_T,1,"{47,49}",test,FALSE,FALSE,FALSE,FALSE
4143972_T,1,{40},train,FALSE,FALSE,FALSE,FALSE
1590588_T,1,{121},train,TRUE,FALSE,FALSE,TRUE
736527_T,1,{18},train,FALSE,FALSE,FALSE,FALSE
1728004_T,1,{11},test,FALSE,FALSE,FALSE,FALSE
2084814_T,1,{90},train,FALSE,FALSE,FALSE,FALSE
1208392_T,1,{70},train,FALSE,FALSE,FALSE,FALSE
1537683_T,1,{32},train,FALSE,FALSE,FALSE,FALSE
5004231_T,1,"{70,72,74,75}",train,FALSE,FALSE,FALSE,FALSE
4929500_T,1,{103},train,FALSE,FALSE,FALSE,FALSE
3177044_T,1,{7},train,FALSE,FALSE,FALSE,FALSE
950504_T,1,{137},train,TRUE,FALSE,FALSE,TRUE
4165852_T,1,{57},train,FALSE,FALSE,FALSE,FALSE
1089709_T,1,{7},train,FALSE,FALSE,FALSE,FALSE
4811683_T,1,{5},train,FALSE,FALSE,FALSE,FALSE
4921938_T,1,"{3,4}",train,FALSE,FALSE,FALSE,FALSE
1579482_T,1,{70},train,FALSE,FALSE,FALSE,FALSE
4724434_T,1,"{30,32}",train,FALSE,FALSE,FALSE,FALSE
722630_T,1,{7},train,FALSE,FALSE,FALSE,FALSE
3075617_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
1087901_T,1,"{28,30}",test,FALSE,FALSE,FALSE,FALSE
1517133_T,1,{36},train,FALSE,FALSE,FALSE,FALSE
1043135_T,1,"{36,37}",train,FALSE,FALSE,FALSE,FALSE
4215300_T,1,{11},train,FALSE,FALSE,FALSE,FALSE
5067516_T,1,{9},test,FALSE,FALSE,FALSE,FALSE
2016811_T,1,{72},train,FALSE,FALSE,FALSE,FALSE
1450706_T,1,{35},train,FALSE,FALSE,FALSE,FALSE
2171792_T,1,"{159,161}",train,FALSE,TRUE,FALSE,TRUE
4864358_T,1,{24},test,FALSE,FALSE,FALSE,FALSE
1143972_T,1,{68},train,FALSE,FALSE,FALSE,FALSE
2067687_T,1,"{31,32}",train,FALSE,FALSE,FALSE,FALSE
1179497_T,1,"{11,12}",test,FALSE,FALSE,FALSE,FALSE
1617479_T,1,"{3,4,5}",train,FALSE,FALSE,FALSE,FALSE
2751632_T,1,{46},test,FALSE,FALSE,FALSE,FALSE
1911758_T,1,{38},train,FALSE,FALSE,FALSE,FALSE
4166252_T,1,"{20,22,24}",train,FALSE,FALSE,FALSE,FALSE
1589863_T,1,{32},test,FALSE,FALSE,FALSE,FALSE
4870453_T,1,"{61,63}",train,FALSE,FALSE,FALSE,FALSE
2091893_T,1,"{72,74,75,78}",train,TRUE,FALSE,FALSE,TRUE
4693591_T,1,"{63,65,67,68,69,70,71,72}",train,FALSE,FALSE,FALSE,FALSE
1059048_T,1,{59},test,FALSE,FALSE,FALSE,FALSE
5026334_T,1,{63},train,FALSE,FALSE,FALSE,FALSE
4916982_T,1,{4},train,FALSE,FALSE,FALSE,FALSE
1810783_T,1,{7},test,FALSE,FALSE,FALSE,FALSE
5060207_T,1,"{5,6,7,8,9,10,11,12}",train,FALSE,FALSE,FALSE,FALSE
4217399_T,1,{41},train,FALSE,FALSE,FALSE,FALSE
1458819_T,1,"{3,5}",test,FALSE,FALSE,FALSE,FALSE
4887927_T,1,{70},test,FALSE,TRUE,FALSE,TRUE
1782447_T,1,{88},test,FALSE,FALSE,FALSE,FALSE
4715386_T,1,{113},train,FALSE,FALSE,FALSE,FALSE
1471114_T,1,{32},train,FALSE,FALSE,FALSE,FALSE
2001068_T,1,{5},train,FALSE,FALSE,FALSE,FALSE
2006724_T,1,"{72,75,76,77}",train,FALSE,FALSE,FALSE,FALSE
4868587_T,1,{23},test,TRUE,FALSE,FALSE,TRUE
3797864_T,1,"{53,55}",train,FALSE,FALSE,FALSE,FALSE
3996858_T,1,"{51,53,54,55,56}",test,FALSE,FALSE,FALSE,FALSE
4228630_T,1,"{29,31}",train,FALSE,FALSE,FALSE,FALSE
1744023_T,1,"{7,9}",test,TRUE,FALSE,FALSE,TRUE
886051_T,1,"{29,31}",train,TRUE,FALSE,FALSE,TRUE
1740837_T,1,{63},train,FALSE,FALSE,FALSE,FALSE
4743173_T,1,"{31,32}",train,FALSE,FALSE,FALSE,FALSE
1048866_T,1,{97},test,FALSE,FALSE,FALSE,FALSE
4190595_T,1,"{22,24,25}",train,FALSE,FALSE,FALSE,FALSE
4945198_T,1,{11},train,FALSE,FALSE,FALSE,FALSE
1150547_T,1,{13},test,FALSE,FALSE,FALSE,FALSE
5024119_T,1,{16},train,FALSE,FALSE,FALSE,FALSE
1667055_T,1,{23},train,FALSE,FALSE,FALSE,FALSE
1593527_T,1,"{44,46}",train,FALSE,FALSE,FALSE,FALSE
917223_T,1,"{36,38}",train,FALSE,FALSE,FALSE,FALSE
4735755_T,1,{23},test,FALSE,FALSE,FALSE,FALSE
879183_T,1,"{3,5}",test,FALSE,FALSE,FALSE,FALSE
2009438_T,1,"{14,16,18,20,22}",train,FALSE,FALSE,FALSE,FALSE
1803621_T,1,{58},train,FALSE,FALSE,FALSE,FALSE
1302166_T,1,"{35,36}",test,FALSE,FALSE,FALSE,FALSE
4147971_T,1,{56},test,FALSE,FALSE,FALSE,FALSE
4918484_T,1,{34},train,FALSE,FALSE,FALSE,FALSE
1494932_T,1,{43},train,FALSE,FALSE,FALSE,FALSE
2224651_T,1,{78},train,FALSE,FALSE,FALSE,FALSE
5086155_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
904997_T,1,{9},train,FALSE,FALSE,FALSE,FALSE
5066900_T,1,{20},train,FALSE,TRUE,FALSE,TRUE
1547219_T,1,{21},test,FALSE,FALSE,FALSE,FALSE
840279_T,1,"{48,49}",train,FALSE,FALSE,FALSE,FALSE
1474460_T,1,"{47,49}",train,TRUE,FALSE,FALSE,TRUE
4689835_T,1,{11},train,FALSE,FALSE,FALSE,FALSE
4176483_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
1363509_T,1,{50},train,FALSE,FALSE,FALSE,FALSE
1606005_T,1,"{15,16,18}",test,FALSE,FALSE,FALSE,FALSE
1055229_T,1,{27},test,FALSE,FALSE,FALSE,FALSE
5068641_T,1,"{25,26}",train,FALSE,FALSE,FALSE,FALSE
873422_T,1,{31},train,FALSE,TRUE,FALSE,TRUE
1104188_T,1,"{36,38,40}",train,FALSE,FALSE,FALSE,FALSE
3315430_T,1,{96},train,FALSE,FALSE,FALSE,FALSE
954007_T,1,"{6,8}",test,FALSE,FALSE,FALSE,FALSE
2132533_T,1,"{70,72}",train,FALSE,FALSE,FALSE,FALSE
4218530_T,1,{6},test,FALSE,FALSE,FALSE,FALSE
5012479_T,1,"{32,34}",train,FALSE,FALSE,FALSE,FALSE
2173638_T,1,"{75,77,79}",train,FALSE,FALSE,FALSE,FALSE
3258913_T,1,{42},train,FALSE,FALSE,FALSE,FALSE
1315525_T,1,"{20,22}",train,FALSE,FALSE,FALSE,FALSE
2049149_T,1,{93},test,FALSE,FALSE,FALSE,FALSE
2344644_T,1,{2},test,FALSE,FALSE,FALSE,FALSE
1062209_T,1,{23},train,FALSE,FALSE,FALSE,FALSE
797724_T,1,{64},test,FALSE,TRUE,FALSE,TRUE
1881625_T,1,{85},train,FALSE,FALSE,FALSE,FALSE
5057990_T,1,{57},test,FALSE,FALSE,FALSE,FALSE
1002829_T,1,"{124,126}",test,FALSE,FALSE,FALSE,FALSE
2734387_T,1,{63},train,FALSE,FALSE,FALSE,FALSE
2082437_T,1,{18},test,FALSE,FALSE,FALSE,FALSE
1208316_T,1,{140},train,FALSE,FALSE,FALSE,FALSE
5019734_T,1,{37},train,FALSE,FALSE,FALSE,FALSE
837790_T,1,"{155,157}",test,FALSE,TRUE,FALSE,TRUE
1315652_T,1,{29},train,FALSE,FALSE,FALSE,FALSE
5005552_T,1,"{70,71}",train,FALSE,FALSE,FALSE,FALSE
837551_T,1,"{92,94}",test,FALSE,FALSE,FALSE,FALSE
2329997_T,1,"{76,79,80}",test,FALSE,FALSE,FALSE,FALSE
1833093_T,1,{71},test,FALSE,FALSE,FALSE,FALSE
1835220_T,1,{24},train,FALSE,FALSE,FALSE,FALSE
4227621_T,1,{39},train,FALSE,FALSE,FALSE,FALSE
758997_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
852745_T,1,"{49,52}",train,FALSE,FALSE,FALSE,FALSE
3005991_T,1,{38},test,FALSE,FALSE,FALSE,FALSE
3276424_T,1,{20},train,FALSE,FALSE,FALSE,FALSE
3689235_T,1,"{3,5}",train,FALSE,FALSE,FALSE,FALSE
1146686_T,1,{45},train,FALSE,FALSE,FALSE,FALSE
1551241_T,1,{23},train,FALSE,FALSE,FALSE,FALSE
3209849_T,1,{4},train,FALSE,FALSE,FALSE,FALSE
724161_T,1,{87},train,FALSE,FALSE,FALSE,FALSE
718084_T,1,{3},train,FALSE,TRUE,FALSE,TRUE
2126106_T,1,"{67,69}",train,FALSE,FALSE,FALSE,FALSE
1906415_T,1,{7},train,FALSE,FALSE,FALSE,FALSE
1213903_T,1,"{46,48}",test,FALSE,FALSE,FALSE,FALSE
4153484_T,1,"{9,11,14,15,16,17,18,19,20,21}",train,FALSE,FALSE,FALSE,FALSE
3239451_T,1,{47},test,FALSE,FALSE,FALSE,FALSE
1353074_T,1,"{4,6,7,8,10}",train,FALSE,FALSE,FALSE,FALSE
840406_T,1,{36},train,FALSE,FALSE,FALSE,FALSE
1191077_T,1,{60},test,FALSE,FALSE,FALSE,FALSE
2338460_T,1,"{112,114}",test,FALSE,TRUE,FALSE,TRUE
1377918_T,1,"{158,160}",train,FALSE,FALSE,FALSE,FALSE
1569974_T,1,{35},test,FALSE,FALSE,FALSE,FALSE
1059025_T,1,{7},test,FALSE,FALSE,FALSE,FALSE
4161572_T,1,"{29,30}",train,FALSE,TRUE,FALSE,TRUE
4227915_T,1,{64},train,FALSE,FALSE,FALSE,FALSE
5065006_T,1,"{102,103}",train,FALSE,FALSE,FALSE,FALSE
1532661_T,1,{100},test,FALSE,FALSE,FALSE,FALSE
4799520_T,1,{11},train,FALSE,FALSE,FALSE,FALSE
2765309_T,1,"{101,103}",train,FALSE,FALSE,FALSE,FALSE
2321703_T,1,{14},test,FALSE,FALSE,FALSE,FALSE
1232597_T,1,{83},train,FALSE,FALSE,FALSE,FALSE
1354062_T,1,"{95,98}",train,FALSE,FALSE,FALSE,FALSE
1612244_T,1,{27},test,FALSE,TRUE,FALSE,TRUE
1896971_T,1,{81},test,FALSE,FALSE,FALSE,FALSE
2550727_T,1,"{3,6}",train,FALSE,FALSE,FALSE,FALSE
2659786_T,1,{7},train,TRUE,FALSE,FALSE,TRUE
4681324_T,1,"{20,22}",train,FALSE,FALSE,FALSE,FALSE
1616466_T,1,"{47,49}",test,FALSE,FALSE,FALSE,FALSE
1136063_T,1,{23},train,FALSE,FALSE,FALSE,FALSE
1551623_T,1,"{28,29,32,33}",train,FALSE,FALSE,FALSE,FALSE
1786768_T,1,"{13,14,15,16,18}",train,FALSE,FALSE,FALSE,FALSE
827617_T,1,"{11,12}",train,FALSE,FALSE,FALSE,FALSE
4730817_T,1,{30},train,FALSE,FALSE,FALSE,FALSE
4784034_T,1,{43},train,FALSE,FALSE,FALSE,FALSE
2359282_T,1,"{3,5,6,7,10}",test,FALSE,TRUE,FALSE,TRUE
4931419_T,1,"{12,13}",train,FALSE,FALSE,FALSE,FALSE
2178963_T,1,"{53,55}",train,FALSE,FALSE,FALSE,FALSE
4159463_T,1,"{9,10,11}",train,FALSE,FALSE,FALSE,FALSE
2040093_T,1,{46},train,FALSE,FALSE,FALSE,FALSE
2790161_T,1,"{17,19,21}",train,FALSE,FALSE,FALSE,FALSE
1215542_T,1,{37},train,FALSE,FALSE,FALSE,FALSE
667930_T,1,{92},train,FALSE,FALSE,FALSE,FALSE
2369924_T,1,{25},train,FALSE,FALSE,FALSE,FALSE
1234838_T,1,{29},train,FALSE,FALSE,FALSE,FALSE
3094759_T,1,"{3,4,5,6}",test,FALSE,TRUE,FALSE,TRUE
929144_T,1,{22},train,FALSE,FALSE,FALSE,FALSE
1889848_T,1,"{56,58,60}",train,FALSE,TRUE,FALSE,TRUE
1459521_T,1,{26},test,TRUE,FALSE,FALSE,TRUE
1178304_T,1,{33},train,FALSE,FALSE,FALSE,FALSE
5023241_T,1,{24},train,FALSE,FALSE,FALSE,FALSE
939523_T,1,"{8,9}",train,FALSE,TRUE,FALSE,TRUE
913980_T,1,{148},train,FALSE,FALSE,FALSE,FALSE
1528886_T,1,"{9,11,12,14,16}",test,FALSE,FALSE,FALSE,FALSE
799536_T,1,"{27,29}",train,TRUE,FALSE,FALSE,TRUE
797544_T,1,{16},test,FALSE,FALSE,FALSE,FALSE
1811958_T,1,{126},train,FALSE,FALSE,FALSE,FALSE
4760565_T,1,{19},test,FALSE,FALSE,FALSE,FALSE
1529731_T,1,"{112,113,115}",train,FALSE,FALSE,FALSE,FALSE
1512076_T,1,"{16,18}",train,FALSE,FALSE,FALSE,FALSE
1825237_T,1,{24},train,FALSE,FALSE,FALSE,FALSE
1305508_T,1,{14},train,FALSE,FALSE,FALSE,FALSE
2512136_T,1,"{56,58}",train,FALSE,FALSE,FALSE,FALSE
959621_T,1,"{105,106,107,108,110,112}",train,FALSE,FALSE,FALSE,FALSE
1052712_T,1,{47},train,FALSE,FALSE,FALSE,FALSE
1898267_T,1,{20},train,FALSE,FALSE,FALSE,FALSE
4681660_T,1,"{8,9}",test,FALSE,FALSE,FALSE,FALSE
1000202_T,1,{26},train,TRUE,TRUE,FALSE,TRUE
1756684_T,1,{38},test,FALSE,FALSE,FALSE,FALSE
1663373_T,1,{33},train,FALSE,FALSE,FALSE,FALSE
1305907_T,1,"{42,43,44}",train,FALSE,FALSE,FALSE,FALSE
4871638_T,1,"{17,18,19}",test,FALSE,FALSE,FALSE,FALSE
2315973_T,1,{106},test,FALSE,FALSE,FALSE,FALSE
3452116_T,1,"{89,91}",train,TRUE,FALSE,FALSE,TRUE
4141565_T,1,{70},train,FALSE,FALSE,FALSE,FALSE
1595623_T,1,{40},test,FALSE,FALSE,FALSE,FALSE
754976_T,1,{5},train,FALSE,FALSE,FALSE,FALSE
4862754_T,1,"{103,105,106,108}",train,FALSE,FALSE,FALSE,FALSE
3009270_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
2151204_T,1,{3},test,FALSE,FALSE,FALSE,FALSE
4212111_T,1,"{32,33,34}",train,FALSE,FALSE,FALSE,FALSE
3023555_T,1,{29},train,FALSE,FALSE,FALSE,FALSE
4691460_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
4742367_T,1,"{19,20}",train,FALSE,FALSE,FALSE,FALSE
4928209_T,1,{75},test,FALSE,FALSE,FALSE,FALSE
1112268_T,1,{22},train,FALSE,TRUE,FALSE,TRUE
5052993_T,1,"{40,42}",train,FALSE,FALSE,FALSE,FALSE
2317944_T,1,"{60,62}",test,FALSE,FALSE,FALSE,FALSE
4729313_T,1,"{9,11}",test,TRUE,FALSE,FALSE,TRUE
1022968_T,1,"{22,24}",test,FALSE,FALSE,FALSE,FALSE
728519_T,1,"{26,27}",train,FALSE,TRUE,FALSE,TRUE
1406236_T,1,"{3,4}",test,FALSE,FALSE,FALSE,FALSE
2666989_T,1,"{75,77,79,81,83,85,87,89,91}",train,FALSE,FALSE,FALSE,FALSE
908269_T,1,{22},train,FALSE,FALSE,FALSE,FALSE
664060_T,1,{25},train,FALSE,FALSE,FALSE,FALSE
2003465_T,1,{39},train,FALSE,FALSE,FALSE,FALSE
2302426_T,1,{34},train,FALSE,FALSE,FALSE,FALSE
922326_T,1,{59},train,TRUE,FALSE,FALSE,TRUE
5062297_T,1,{3},train,TRUE,FALSE,FALSE,TRUE
1839892_T,1,{26},test,FALSE,FALSE,FALSE,FALSE
3207950_T,1,"{38,40}",train,FALSE,FALSE,FALSE,FALSE
4814300_T,1,{13},train,FALSE,FALSE,FALSE,FALSE
948226_T,1,{27},train,FALSE,FALSE,FALSE,FALSE
2161920_T,1,{71},train,FALSE,TRUE,FALSE,TRUE
3962451_T,1,{6},train,FALSE,FALSE,FALSE,FALSE
946752_T,1,{63},test,FALSE,FALSE,FALSE,FALSE
2680779_T,1,"{79,80}",test,FALSE,FALSE,FALSE,FALSE
1082565_T,1,"{58,59}",test,FALSE,FALSE,FALSE,FALSE
1325699_T,1,"{13,14}",train,FALSE,FALSE,FALSE,FALSE
4792000_T,1,"{8,9,10,12}",train,FALSE,FALSE,FALSE,FALSE
1979449_T,1,{39},train,FALSE,FALSE,FALSE,FALSE
4707968_T,1,{31},train,FALSE,FALSE,FALSE,FALSE
879454_T,1,"{33,35}",train,FALSE,FALSE,FALSE,FALSE
4216740_T,1,{20},test,FALSE,FALSE,FALSE,FALSE
2441920_T,1,{9},train,TRUE,FALSE,FALSE,TRUE
2207501_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
1634036_T,1,{42},train,FALSE,FALSE,FALSE,FALSE
4865058_T,1,{7},train,FALSE,FALSE,FALSE,FALSE
3400281_T,1,"{39,40,42,43,45}",train,FALSE,FALSE,FALSE,FALSE
5001611_T,1,{43},test,FALSE,FALSE,FALSE,FALSE
2735243_T,1,"{15,16,17}",train,TRUE,FALSE,FALSE,TRUE
871549_T,1,"{39,40,41}",test,FALSE,FALSE,FALSE,FALSE
1223764_T,1,"{25,26}",train,FALSE,FALSE,FALSE,FALSE
2532499_T,1,{16},test,FALSE,FALSE,FALSE,FALSE
4856501_T,1,{35},train,FALSE,FALSE,FALSE,FALSE
1815076_T,1,{26},train,TRUE,FALSE,FALSE,TRUE
1597022_T,1,{60},train,FALSE,FALSE,FALSE,FALSE
1690147_T,1,{35},test,FALSE,FALSE,FALSE,FALSE
1659082_T,1,{71},train,FALSE,FALSE,FALSE,FALSE
805737_T,1,{58},train,FALSE,FALSE,FALSE,FALSE
3021315_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
1477450_T,1,{58},train,FALSE,FALSE,FALSE,FALSE
993180_T,1,"{88,90}",train,FALSE,FALSE,FALSE,FALSE
1199356_T,1,"{52,53,54,55,56}",test,FALSE,FALSE,FALSE,FALSE
2374144_T,1,{38},test,FALSE,FALSE,FALSE,FALSE
3242279_T,1,"{18,20}",train,FALSE,FALSE,FALSE,FALSE
4135162_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
860377_T,1,"{63,65,67}",test,FALSE,FALSE,FALSE,FALSE
4781210_T,1,{16},test,FALSE,FALSE,FALSE,FALSE
2359880_T,1,"{3,5}",test,FALSE,FALSE,FALSE,FALSE
2695860_T,1,{41},train,FALSE,FALSE,FALSE,FALSE
798827_T,1,{7},train,FALSE,FALSE,FALSE,FALSE
1350514_T,1,"{51,52}",train,FALSE,FALSE,FALSE,FALSE
758982_T,1,{71},train,FALSE,FALSE,FALSE,FALSE
695531_T,1,{166},train,FALSE,FALSE,FALSE,FALSE
4968947_T,1,"{21,22,23}",train,FALSE,FALSE,FALSE,FALSE
3236612_T,1,{17},test,FALSE,FALSE,FALSE,FALSE
1421666_T,1,{26},train,FALSE,FALSE,FALSE,FALSE
4212570_T,1,{13},train,FALSE,FALSE,FALSE,FALSE
723218_T,1,{38},test,FALSE,FALSE,FALSE,FALSE
3169501_T,1,{31},train,FALSE,FALSE,FALSE,FALSE
4859342_T,1,"{9,10,12,13,14,15,16,17,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,37,38,39,40,42,43,44,45}",train,FALSE,TRUE,FALSE,TRUE
1485127_T,1,"{39,41}",test,FALSE,FALSE,FALSE,FALSE
1689151_T,1,"{3,5,7,8}",train,FALSE,FALSE,FALSE,FALSE
2176700_T,1,{20},test,FALSE,FALSE,FALSE,FALSE
2327356_T,1,"{3,4,5}",train,FALSE,TRUE,FALSE,TRUE
5000625_T,1,"{66,68,70}",train,FALSE,FALSE,FALSE,FALSE
1743849_T,1,{63},train,FALSE,FALSE,FALSE,FALSE
4851567_T,1,{93},train,FALSE,FALSE,FALSE,FALSE
797396_T,1,{32},test,FALSE,FALSE,FALSE,FALSE
2698339_T,1,{33},train,FALSE,FALSE,FALSE,FALSE
1050143_T,1,{18},train,FALSE,FALSE,FALSE,FALSE
4718281_T,1,"{53,55}",test,TRUE,FALSE,FALSE,TRUE
2667034_T,1,{107},train,FALSE,FALSE,FALSE,FALSE
1386383_T,1,{21},train,FALSE,FALSE,FALSE,FALSE
1308811_T,1,{27},train,FALSE,FALSE,FALSE,FALSE
1927434_T,1,{5},train,FALSE,FALSE,FALSE,FALSE
4693280_T,1,{13},train,FALSE,FALSE,FALSE,FALSE
2020061_T,1,{2},train,FALSE,FALSE,FALSE,FALSE
4982405_T,1,"{14,16}",train,FALSE,FALSE,FALSE,FALSE
4907633_T,1,"{9,10}",test,FALSE,FALSE,FALSE,FALSE
2082842_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
787059_T,1,"{3,5}",train,FALSE,FALSE,FALSE,FALSE
2005069_T,1,"{3,5,7}",train,FALSE,FALSE,FALSE,FALSE
4806408_T,1,{10},train,FALSE,FALSE,FALSE,FALSE
723379_T,1,{17},train,FALSE,FALSE,FALSE,FALSE
957559_T,1,"{46,47,48}",train,FALSE,TRUE,FALSE,TRUE
1540414_T,1,"{15,17}",test,FALSE,FALSE,FALSE,FALSE
1318099_T,1,{113},train,FALSE,FALSE,FALSE,FALSE
1759776_T,1,{35},train,TRUE,FALSE,FALSE,TRUE
1161720_T,1,{11},train,FALSE,FALSE,FALSE,FALSE
3072982_T,1,{14},train,FALSE,FALSE,FALSE,FALSE
3714855_T,1,{78},train,FALSE,FALSE,FALSE,FALSE
1897540_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
1049496_T,1,{5},train,FALSE,FALSE,FALSE,FALSE
2315721_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
889767_T,1,"{28,30}",train,FALSE,FALSE,FALSE,FALSE
1367456_T,1,"{35,36}",train,FALSE,FALSE,FALSE,FALSE
4736242_T,1,"{23,24,25}",train,FALSE,FALSE,FALSE,FALSE
5015172_T,1,"{18,20,22}",train,FALSE,TRUE,FALSE,TRUE
960292_T,1,"{16,17}",train,TRUE,FALSE,FALSE,TRUE
1829253_T,1,{81},train,FALSE,FALSE,FALSE,FALSE
1197276_T,1,"{41,42,43,44,45,46,47,48,49}",train,FALSE,FALSE,FALSE,FALSE
5019167_T,1,{11},train,FALSE,FALSE,FALSE,FALSE
4998423_T,1,{37},train,FALSE,TRUE,FALSE,TRUE
4713515_T,1,{31},test,FALSE,FALSE,FALSE,FALSE
